D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_088.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_088.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_088.jpg,0,0,0,6.655446E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_154.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_154.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_154.jpg,0,0,0,1.5267E-05
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_221.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_221.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_221.jpg,0,0,0,1.065295E-05
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_292.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_292.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_292.jpg,0,0,0,4.49626E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_362.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_362.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_362.jpg,0,0,0,5.02737E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_438.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_438.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_438.jpg,0,0,0,1.702867E-05
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_508.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_508.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_508.jpg,0,0,0,6.497639E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_576.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_576.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_576.jpg,0,0,0,1.13112E-05
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_653.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_653.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_653.jpg,0,0,0,3.009686E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_721.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_721.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_721.jpg,0,0,0,1.384317E-05
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_792.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_792.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_792.jpg,0,0,0,4.481532E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_859.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_859.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_859.jpg,0,0,0,2.526193E-06
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_926.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_926.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_926.jpg,0,0.06639386,0,0.03568879
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_39_995.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_39_995.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_39_995.jpg,0,0.3026224,0,0.2085929
D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\center_2019_06_03_19_35_40_071.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\left_2019_06_03_19_35_40_071.jpg,D:\Udacity\Self-Driving Car Engineer\Behavioral cloning\smaller_images\IMG\right_2019_06_03_19_35_40_071.jpg,0,0.5494983,0,0.6481906
